timestamp_ms,target_x,target_y,target_z,real_x,real_y,real_z,error,base_deg,shoulder_deg,elbow_deg,stretch_shoulder,stretch_elbow,torque_shoulder,torque_elbow,torque_base,limit_shoulder,limit_elbow,limit_base,inertia_torque
2496,30.0,4.772,9.961,30.044,4.846,9.977,0.0873,9.16,44.54,-80.55,0.9237,0.2052,12.9,2.87,-1.73,50.4,50.4,12.6,-0.15
2497,30.0,4.757,9.961,30.044,4.831,9.977,0.0873,9.14,44.54,-80.57,0.9233,0.2057,12.89,2.87,-1.73,50.4,50.4,12.6,-0.15
2498,30.0,4.742,9.961,30.044,4.816,9.977,0.0872,9.1,44.54,-80.57,0.9231,0.2063,12.89,2.88,-1.73,50.4,50.4,12.6,-0.11
2499,30.0,4.727,9.961,30.044,4.801,9.977,0.0872,9.07,44.54,-80.6,0.9229,0.2068,12.89,2.89,-1.73,50.4,50.4,12.6,-0.07
2500,30.0,4.712,9.961,30.044,4.786,9.977,0.0871,9.05,44.56,-80.6,0.9226,0.2073,12.88,2.89,-1.73,50.4,50.4,12.6,-0.11
2501,30.0,4.697,9.961,30.044,4.771,9.977,0.087,9.03,44.56,-80.62,0.9223,0.2078,12.88,2.9,-1.73,50.4,50.4,12.6,-0.15
2502,30.0,4.682,9.961,30.044,4.756,9.977,0.0869,8.99,44.56,-80.62,0.9219,0.2083,12.87,2.91,-1.73,50.4,50.4,12.6,-0.15
2503,30.0,4.667,9.961,30.044,4.741,9.977,0.0869,8.96,44.56,-80.64,0.9216,0.2088,12.87,2.92,-1.73,50.4,50.4,12.6,-0.15
2504,30.0,4.652,9.961,30.043,4.726,9.978,0.0868,8.94,44.58,-80.64,0.9213,0.2093,12.86,2.92,-1.73,50.4,50.4,12.6,-0.15
2505,30.0,4.637,9.961,30.043,4.711,9.978,0.0867,8.92,44.58,-80.66,0.9209,0.2098,12.86,2.93,-1.73,50.4,50.4,12.6,-0.15
2506,30.0,4.622,9.961,30.043,4.696,9.978,0.0867,8.88,44.58,-80.66,0.9206,0.2103,12.85,2.94,-1.73,50.4,50.4,12.6,-0.15
2507,30.0,4.607,9.961,30.043,4.681,9.978,0.0866,8.85,44.58,-80.68,0.9202,0.2108,12.85,2.94,-1.73,50.4,50.4,12.6,-0.15
2508,30.0,4.592,9.961,30.043,4.666,9.978,0.0866,8.83,44.6,-80.68,0.9199,0.2113,12.84,2.95,-1.73,50.4,50.4,12.6,-0.15
2509,30.0,4.577,9.961,30.043,4.651,9.978,0.0865,8.79,44.6,-80.71,0.9196,0.2118,12.84,2.96,-1.73,50.4,50.4,12.6,-0.15
2510,30.0,4.562,9.961,30.043,4.635,9.978,0.0864,8.77,44.6,-80.71,0.9192,0.2123,12.83,2.96,-1.73,50.4,50.4,12.6,-0.15
2511,30.0,4.547,9.961,30.043,4.62,9.978,0.0864,8.75,44.6,-80.73,0.9189,0.2128,12.83,2.97,-1.73,50.4,50.4,12.6,-0.15
2512,30.0,4.532,9.961,30.043,4.605,9.978,0.0863,8.72,44.63,-80.73,0.9185,0.2133,12.83,2.98,-1.73,50.4,50.4,12.6,-0.15
2513,30.0,4.517,9.961,30.043,4.59,9.978,0.0863,8.68,44.63,-80.75,0.9182,0.2138,12.82,2.98,-1.73,50.4,50.4,12.6,-0.15
2514,30.0,4.502,9.961,30.043,4.575,9.978,0.0862,8.66,44.63,-80.75,0.9179,0.2143,12.82,2.99,-1.73,50.4,50.4,12.6,-0.15
2515,30.0,4.487,9.961,30.043,4.56,9.978,0.0861,8.64,44.63,-80.75,0.9175,0.2148,12.81,3.0,-1.73,50.4,50.4,12.6,-0.15
2516,30.0,4.472,9.961,30.043,4.545,9.978,0.0861,8.61,44.65,-80.77,0.9172,0.2153,12.81,3.01,-1.73,50.4,50.4,12.6,-0.15
2517,30.0,4.457,9.961,30.043,4.53,9.978,0.086,8.57,44.65,-80.77,0.9168,0.2158,12.8,3.01,-1.73,50.4,50.4,12.6,-0.15
2518,30.0,4.442,9.961,30.042,4.515,9.978,0.0859,8.55,44.65,-80.79,0.9165,0.2163,12.8,3.02,-1.73,50.4,50.4,12.6,-0.15
2519,30.0,4.427,9.961,30.042,4.5,9.978,0.0859,8.53,44.65,-80.79,0.9162,0.2168,12.79,3.03,-1.73,50.4,50.4,12.6,-0.15
2520,30.0,4.412,9.961,30.042,4.485,9.978,0.0858,8.48,44.65,-80.82,0.916,0.2173,12.79,3.03,-1.73,50.4,50.4,12.6,-0.09
2521,30.0,4.397,9.961,30.042,4.47,9.978,0.0858,8.46,44.67,-80.82,0.9158,0.2178,12.79,3.04,-1.73,50.4,50.4,12.6,-0.06
2523,30.0,4.382,9.961,30.042,4.455,9.978,0.0857,8.44,44.67,-80.84,0.9155,0.2183,12.78,3.05,-1.73,50.4,50.4,12.6,-0.13
2524,30.0,4.367,9.961,30.042,4.44,9.978,0.0856,8.42,44.67,-80.84,0.9151,0.2188,12.78,3.06,-1.73,50.4,50.4,12.6,-0.15
2525,30.0,4.352,9.961,30.042,4.425,9.978,0.0855,8.37,44.67,-80.86,0.9148,0.2193,12.77,3.06,-1.73,50.4,50.4,12.6,-0.15
2526,30.0,4.337,9.961,30.042,4.41,9.978,0.0855,8.35,44.69,-80.86,0.9145,0.2198,12.77,3.07,-1.73,50.4,50.4,12.6,-0.15
2527,30.0,4.322,9.961,30.042,4.395,9.978,0.0854,8.33,44.69,-80.88,0.9141,0.2203,12.76,3.08,-1.73,50.4,50.4,12.6,-0.15
2528,30.0,4.307,9.961,30.042,4.38,9.978,0.0854,8.28,44.69,-80.88,0.9138,0.2208,12.76,3.08,-1.73,50.4,50.4,12.6,-0.15
2529,30.0,4.292,9.961,30.042,4.365,9.978,0.0853,8.26,44.69,-80.88,0.9135,0.2213,12.75,3.09,-1.73,50.4,50.4,12.6,-0.15
2530,30.0,4.277,9.961,30.042,4.35,9.978,0.0852,8.24,44.71,-80.9,0.9131,0.2218,12.75,3.1,-1.73,50.4,50.4,12.6,-0.15
2531,30.0,4.262,9.961,30.042,4.335,9.978,0.0852,8.22,44.71,-80.9,0.9128,0.2223,12.75,3.1,-1.73,50.4,50.4,12.6,-0.15
2532,30.0,4.247,9.961,30.042,4.319,9.978,0.0851,8.17,44.71,-80.93,0.9125,0.2228,12.74,3.11,-1.73,50.4,50.4,12.6,-0.15
2533,30.0,4.232,9.961,30.042,4.304,9.978,0.0851,8.15,44.71,-80.93,0.9121,0.2233,12.74,3.12,-1.73,50.4,50.4,12.6,-0.15
2534,30.0,4.217,9.961,30.041,4.289,9.978,0.085,8.13,44.71,-80.95,0.9118,0.2238,12.73,3.13,-1.73,50.4,50.4,12.6,-0.15
2535,30.0,4.202,9.961,30.041,4.274,9.978,0.0849,8.11,44.74,-80.95,0.9115,0.2243,12.73,3.13,-1.73,50.4,50.4,12.6,-0.15
2536,30.0,4.187,9.961,30.041,4.259,9.978,0.0849,8.06,44.74,-80.97,0.9111,0.2248,12.72,3.14,-1.73,50.4,50.4,12.6,-0.15
2537,30.0,4.172,9.961,30.041,4.244,9.978,0.0848,8.04,44.74,-80.97,0.9108,0.2253,12.72,3.15,-1.73,50.4,50.4,12.6,-0.15
2538,30.0,4.157,9.961,30.041,4.229,9.978,0.0848,8.02,44.74,-80.97,0.9105,0.2258,12.71,3.15,-1.73,50.4,50.4,12.6,-0.15
2539,30.0,4.142,9.961,30.041,4.214,9.978,0.0847,7.98,44.76,-80.99,0.9101,0.2263,12.71,3.16,-1.73,50.4,50.4,12.6,-0.15
2540,30.0,4.127,9.961,30.041,4.199,9.978,0.0846,7.95,44.76,-80.99,0.9098,0.2268,12.7,3.17,-1.73,50.4,50.4,12.6,-0.15
2541,30.0,4.112,9.961,30.041,4.184,9.979,0.0846,7.93,44.76,-81.01,0.9095,0.2273,12.7,3.17,-1.73,50.4,50.4,12.6,-0.15
2542,30.0,4.097,9.961,30.041,4.169,9.979,0.0845,7.91,44.76,-81.01,0.9091,0.2278,12.69,3.18,-1.73,50.4,50.4,12.6,-0.15
2543,30.0,4.082,9.961,30.041,4.154,9.978,0.0845,7.87,44.76,-81.04,0.909,0.2283,12.69,3.19,-1.73,50.4,50.4,12.6,-0.07
2544,30.0,4.067,9.961,30.041,4.139,9.978,0.0844,7.84,44.78,-81.04,0.9088,0.2289,12.69,3.2,-1.73,50.4,50.4,12.6,-0.06
2545,30.0,4.052,9.961,30.041,4.124,9.978,0.0843,7.82,44.78,-81.04,0.9085,0.2294,12.68,3.2,-1.73,50.4,50.4,12.6,-0.15
2546,30.0,4.037,9.961,30.041,4.109,9.978,0.0842,7.78,44.78,-81.06,0.9081,0.2299,12.68,3.21,-1.73,50.4,50.4,12.6,-0.15
2547,30.0,4.022,9.961,30.041,4.094,9.979,0.0842,7.76,44.78,-81.06,0.9078,0.2304,12.68,3.22,-1.73,50.4,50.4,12.6,-0.15
2548,30.0,4.007,9.961,30.04,4.079,9.979,0.0841,7.73,44.78,-81.08,0.9075,0.2309,12.67,3.22,-1.73,50.4,50.4,12.6,-0.15
2549,30.0,3.992,9.961,30.04,4.064,9.979,0.0841,7.71,44.8,-81.08,0.9071,0.2314,12.67,3.23,-1.73,50.4,50.4,12.6,-0.15
2550,30.0,3.977,9.961,30.04,4.049,9.979,0.084,7.67,44.8,-81.1,0.9068,0.2319,12.66,3.24,-1.73,50.4,50.4,12.6,-0.15
2551,30.0,3.962,9.961,30.04,4.034,9.979,0.0839,7.65,44.8,-81.1,0.9065,0.2324,12.66,3.24,-1.73,50.4,50.4,12.6,-0.15
2552,30.0,3.947,9.961,30.04,4.019,9.979,0.0839,7.62,44.8,-81.1,0.9061,0.2329,12.65,3.25,-1.73,50.4,50.4,12.6,-0.15
2553,30.0,3.932,9.961,30.04,4.004,9.979,0.0838,7.58,44.82,-81.12,0.9058,0.2334,12.65,3.26,-1.73,50.4,50.4,12.6,-0.15
2554,30.0,3.917,9.961,30.04,3.988,9.979,0.0838,7.56,44.82,-81.12,0.9055,0.2339,12.64,3.27,-1.73,50.4,50.4,12.6,-0.15
2555,30.0,3.902,9.961,30.04,3.973,9.979,0.0837,7.54,44.82,-81.15,0.9052,0.2344,12.64,3.27,-1.73,50.4,50.4,12.6,-0.15
2556,30.0,3.887,9.961,30.04,3.958,9.979,0.0836,7.51,44.82,-81.15,0.9048,0.2349,12.63,3.28,-1.73,50.4,50.4,12.6,-0.15
2557,30.0,3.872,9.961,30.04,3.943,9.979,0.0836,7.47,44.82,-81.15,0.9045,0.2354,12.63,3.29,-1.73,50.4,50.4,12.6,-0.15
2558,30.0,3.857,9.961,30.04,3.928,9.979,0.0835,7.45,44.85,-81.17,0.9042,0.2359,12.62,3.29,-1.73,50.4,50.4,12.6,-0.15
2559,30.0,3.842,9.961,30.04,3.913,9.979,0.0835,7.43,44.85,-81.17,0.9038,0.2364,12.62,3.3,-1.73,50.4,50.4,12.6,-0.15
2560,30.0,3.827,9.961,30.04,3.898,9.979,0.0834,7.4,44.85,-81.19,0.9035,0.2369,12.62,3.31,-1.73,50.4,50.4,12.6,-0.15
2561,30.0,3.812,9.961,30.04,3.883,9.979,0.0833,7.36,44.85,-81.19,0.9032,0.2374,12.61,3.31,-1.73,50.4,50.4,12.6,-0.15
2562,30.0,3.797,9.961,30.039,3.868,9.979,0.0833,7.34,44.85,-81.19,0.9029,0.2379,12.61,3.32,-1.73,50.4,50.4,12.6,-0.15
2563,30.0,3.782,9.961,30.039,3.853,9.979,0.0832,7.32,44.87,-81.21,0.9025,0.2384,12.6,3.33,-1.73,50.4,50.4,12.6,-0.15
2564,30.0,3.767,9.961,30.039,3.838,9.979,0.0832,7.27,44.87,-81.21,0.9022,0.2389,12.6,3.34,-1.73,50.4,50.4,12.6,-0.13
2565,30.0,3.752,9.961,30.039,3.823,9.979,0.0831,7.25,44.87,-81.23,0.9021,0.2394,12.6,3.34,-1.73,50.4,50.4,12.6,-0.06
2566,30.0,3.737,9.961,30.039,3.808,9.979,0.083,7.23,44.87,-81.23,0.9019,0.2399,12.59,3.35,-1.73,50.4,50.4,12.6,-0.08
2567,30.0,3.722,9.961,30.039,3.793,9.979,0.0829,7.21,44.87,-81.23,0.9015,0.2404,12.59,3.36,-1.73,50.4,50.4,12.6,-0.15
2568,30.0,3.707,9.961,30.039,3.778,9.979,0.0829,7.16,44.89,-81.25,0.9012,0.2409,12.58,3.36,-1.73,50.4,50.4,12.6,-0.15
2569,30.0,3.692,9.961,30.039,3.763,9.979,0.0828,7.14,44.89,-81.25,0.9009,0.2414,12.58,3.37,-1.73,50.4,50.4,12.6,-0.15
2570,30.0,3.677,9.961,30.039,3.748,9.979,0.0828,7.12,44.89,-81.28,0.9006,0.2419,12.57,3.38,-1.73,50.4,50.4,12.6,-0.15
2571,30.0,3.662,9.961,30.039,3.733,9.979,0.0827,7.08,44.89,-81.28,0.9002,0.2424,12.57,3.39,-1.73,50.4,50.4,12.6,-0.15
2572,30.0,3.647,9.961,30.039,3.718,9.979,0.0826,7.05,44.89,-81.28,0.8999,0.2429,12.57,3.39,-1.73,50.4,50.4,12.6,-0.15
2573,30.0,3.632,9.961,30.039,3.703,9.979,0.0826,7.03,44.91,-81.3,0.8996,0.2434,12.56,3.4,-1.73,50.4,50.4,12.6,-0.15
2574,30.0,3.617,9.961,30.039,3.688,9.979,0.0825,7.01,44.91,-81.3,0.8993,0.2439,12.56,3.41,-1.73,50.4,50.4,12.6,-0.15
2575,30.0,3.602,9.961,30.039,3.673,9.979,0.0825,6.97,44.91,-81.32,0.8989,0.2444,12.55,3.41,-1.73,50.4,50.4,12.6,-0.15
2576,30.0,3.587,9.961,30.038,3.657,9.979,0.0824,6.94,44.91,-81.32,0.8986,0.2449,12.55,3.42,-1.73,50.4,50.4,12.6,-0.15
2577,30.0,3.572,9.961,30.038,3.642,9.979,0.0824,6.92,44.91,-81.32,0.8983,0.2455,12.54,3.43,-1.73,50.4,50.4,12.6,-0.15
2578,30.0,3.557,9.961,30.038,3.627,9.979,0.0823,6.88,44.93,-81.34,0.898,0.246,12.54,3.43,-1.73,50.4,50.4,12.6,-0.15
2579,30.0,3.542,9.961,30.038,3.612,9.979,0.0822,6.86,44.93,-81.34,0.8976,0.2465,12.53,3.44,-1.73,50.4,50.4,12.6,-0.15
2580,30.0,3.527,9.961,30.038,3.597,9.979,0.0822,6.83,44.93,-81.34,0.8973,0.247,12.53,3.45,-1.73,50.4,50.4,12.6,-0.15
2581,30.0,3.512,9.961,30.038,3.582,9.979,0.0821,6.81,44.93,-81.36,0.897,0.2475,12.52,3.46,-1.73,50.4,50.4,12.6,-0.15
2582,30.0,3.497,9.961,30.038,3.567,9.979,0.0821,6.77,44.93,-81.36,0.8967,0.248,12.52,3.46,-1.73,50.4,50.4,12.6,-0.15
2583,30.0,3.482,9.961,30.038,3.552,9.979,0.082,6.75,44.93,-81.36,0.8963,0.2485,12.52,3.47,-1.73,50.4,50.4,12.6,-0.15
2584,30.0,3.467,9.961,30.038,3.537,9.979,0.0819,6.72,44.96,-81.39,0.896,0.249,12.51,3.48,-1.73,50.4,50.4,12.6,-0.15
2585,30.0,3.452,9.961,30.038,3.522,9.979,0.0819,6.68,44.96,-81.39,0.8957,0.2495,12.51,3.48,-1.73,50.4,50.4,12.6,-0.15
2586,30.0,3.437,9.961,30.038,3.507,9.979,0.0818,6.66,44.96,-81.41,0.8955,0.25,12.5,3.49,-1.73,50.4,50.4,12.6,-0.11
2587,30.0,3.422,9.961,30.038,3.492,9.979,0.0818,6.64,44.96,-81.41,0.8953,0.2505,12.5,3.5,-1.73,50.4,50.4,12.6,-0.06
2588,30.0,3.407,9.961,30.038,3.477,9.979,0.0817,6.61,44.96,-81.41,0.8951,0.251,12.5,3.51,-1.73,50.4,50.4,12.6,-0.1
2589,30.0,3.392,9.961,30.037,3.462,9.979,0.0816,6.57,44.98,-81.43,0.8947,0.2515,12.49,3.51,-1.73,50.4,50.4,12.6,-0.15
2590,30.0,3.377,9.961,30.037,3.447,9.98,0.0816,6.55,44.98,-81.43,0.8938,0.252,12.48,3.52,-1.73,50.4,50.4,12.6,-0.15
2591,30.0,3.362,9.961,30.037,3.432,9.98,0.0816,6.53,44.98,-81.43,0.8935,0.2525,12.48,3.53,-1.73,50.4,50.4,12.6,-0.15
2592,30.0,3.347,9.961,30.037,3.417,9.98,0.0815,6.48,44.98,-81.45,0.8932,0.253,12.47,3.53,-1.73,50.4,50.4,12.6,-0.15
2593,30.0,3.332,9.961,30.037,3.402,9.98,0.0814,6.46,44.98,-81.45,0.8928,0.2535,12.47,3.54,-1.73,50.4,50.4,12.6,-0.15
2594,30.0,3.317,9.961,30.037,3.387,9.98,0.0814,6.44,45.0,-81.45,0.8925,0.254,12.46,3.55,-1.73,50.4,50.4,12.6,-0.15
2595,30.0,3.302,9.961,30.037,3.372,9.98,0.0813,6.39,45.0,-81.47,0.8922,0.2545,12.46,3.55,-1.73,50.4,50.4,12.6,-0.15
2596,30.0,3.287,9.961,30.037,3.357,9.98,0.0812,6.37,45.0,-81.47,0.8919,0.255,12.45,3.56,-1.73,50.4,50.4,12.6,-0.15
2597,30.0,3.272,9.961,30.037,3.342,9.98,0.0812,6.35,45.0,-81.5,0.8916,0.2555,12.45,3.57,-1.73,50.4,50.4,12.6,-0.15
2598,30.0,3.257,9.961,30.037,3.327,9.98,0.0811,6.33,45.0,-81.5,0.8913,0.2561,12.44,3.58,-1.73,50.4,50.4,12.6,-0.15
2599,30.0,3.242,9.961,30.037,3.311,9.98,0.0811,6.28,45.0,-81.5,0.8909,0.2566,12.44,3.58,-1.73,50.4,50.4,12.6,-0.15
2600,30.0,3.227,9.961,30.037,3.296,9.98,0.081,6.26,45.02,-81.52,0.8906,0.2571,12.44,3.59,-1.73,50.4,50.4,12.6,-0.15
2601,30.0,3.212,9.961,30.037,3.281,9.98,0.0809,6.24,45.02,-81.52,0.8903,0.2576,12.43,3.6,-1.73,50.4,50.4,12.6,-0.15
2602,30.0,3.197,9.961,30.037,3.266,9.98,0.0809,6.2,45.02,-81.52,0.89,0.2581,12.43,3.6,-1.73,50.4,50.4,12.6,-0.15
2603,30.0,3.182,9.961,30.036,3.251,9.98,0.0808,6.17,45.02,-81.54,0.8897,0.2586,12.42,3.61,-1.73,50.4,50.4,12.6,-0.15
2604,30.0,3.167,9.961,30.036,3.236,9.98,0.0807,6.15,45.02,-81.54,0.8894,0.2591,12.42,3.62,-1.73,50.4,50.4,12.6,-0.15
2605,30.0,3.152,9.961,30.036,3.221,9.98,0.0807,6.13,45.02,-81.54,0.889,0.2596,12.41,3.62,-1.73,50.4,50.4,12.6,-0.15
2606,30.0,3.137,9.961,30.036,3.206,9.98,0.0806,6.09,45.04,-81.56,0.8887,0.2601,12.41,3.63,-1.73,50.4,50.4,12.6,-0.15
2607,30.0,3.122,9.961,30.036,3.191,9.98,0.0806,6.06,45.04,-81.56,0.8884,0.2606,12.4,3.64,-1.73,50.4,50.4,12.6,-0.15
2608,30.0,3.107,9.961,30.036,3.176,9.979,0.0805,6.04,45.04,-81.56,0.8889,0.2611,12.41,3.65,-1.73,50.4,50.4,12.6,-0.09
2609,30.0,3.092,9.961,30.036,3.161,9.979,0.0804,6.0,45.04,-81.58,0.8886,0.2616,12.41,3.65,-1.73,50.4,50.4,12.6,-0.06
2610,30.0,3.077,9.961,30.036,3.146,9.979,0.0803,5.98,45.04,-81.58,0.8883,0.2621,12.4,3.66,-1.73,50.4,50.4,12.6,-0.12
2611,30.0,3.062,9.961,30.036,3.131,9.981,0.0805,5.95,45.07,-81.58,0.8853,0.2626,12.36,3.67,-1.73,50.4,50.4,12.6,-0.15
2612,30.0,3.047,9.961,30.036,3.116,9.979,0.0802,5.93,45.07,-81.61,0.8875,0.2632,12.39,3.67,-1.73,50.4,50.4,12.6,-0.15
2613,30.0,3.032,9.961,30.036,3.101,9.98,0.0802,5.89,45.07,-81.61,0.8868,0.2637,12.38,3.68,-1.73,50.4,50.4,12.6,-0.15
2614,30.0,3.017,9.961,30.036,3.086,9.98,0.0801,5.87,45.07,-81.61,0.8865,0.2642,12.38,3.69,-1.73,50.4,50.4,12.6,-0.15
2615,30.0,3.002,9.961,30.036,3.071,9.98,0.08,5.84,45.07,-81.63,0.8862,0.2647,12.37,3.7,-1.73,50.4,50.4,12.6,-0.15
2616,30.0,2.987,9.961,30.035,3.056,9.98,0.08,5.8,45.07,-81.63,0.8859,0.2652,12.37,3.7,-1.73,50.4,50.4,12.6,-0.15
2617,30.0,2.972,9.961,30.035,3.041,9.98,0.0799,5.78,45.07,-81.63,0.8856,0.2657,12.37,3.71,-1.73,50.4,50.4,12.6,-0.15
2618,30.0,2.957,9.961,30.035,3.026,9.98,0.0799,5.76,45.09,-81.63,0.8853,0.2662,12.36,3.72,-1.73,50.4,50.4,12.6,-0.15
2619,30.0,2.942,9.961,30.035,3.011,9.98,0.0798,5.73,45.09,-81.65,0.885,0.2667,12.36,3.72,-1.73,50.4,50.4,12.6,-0.15
2620,30.0,2.927,9.961,30.035,2.996,9.98,0.0797,5.69,45.09,-81.65,0.8847,0.2672,12.35,3.73,-1.73,50.4,50.4,12.6,-0.15
2621,30.0,2.912,9.961,30.035,2.981,9.98,0.0797,5.67,45.09,-81.65,0.8843,0.2677,12.35,3.74,-1.73,50.4,50.4,12.6,-0.15
2622,30.0,2.897,9.961,30.035,2.966,9.98,0.0796,5.65,45.09,-81.67,0.884,0.2682,12.34,3.74,-1.73,50.4,50.4,12.6,-0.15
2623,30.0,2.882,9.961,30.035,2.95,9.98,0.0796,5.6,45.09,-81.67,0.8837,0.2687,12.34,3.75,-1.73,50.4,50.4,12.6,-0.15
2624,30.0,2.867,9.961,30.035,2.935,9.98,0.0795,5.58,45.09,-81.67,0.8834,0.2692,12.33,3.76,-1.73,50.4,50.4,12.6,-0.15
2625,30.0,2.852,9.961,30.035,2.92,9.98,0.0794,5.56,45.11,-81.69,0.8831,0.2697,12.33,3.77,-1.73,50.4,50.4,12.6,-0.15
2626,30.0,2.836,9.961,30.035,2.905,9.98,0.0794,5.52,45.11,-81.69,0.8828,0.2702,12.33,3.77,-1.73,50.4,50.4,12.6,-0.15
2627,30.0,2.821,9.961,30.035,2.89,9.98,0.0793,5.49,45.11,-81.69,0.8825,0.2707,12.32,3.78,-1.73,50.4,50.4,12.6,-0.15
2628,30.0,2.806,9.961,30.035,2.875,9.98,0.0793,5.47,45.11,-81.72,0.8822,0.2712,12.32,3.79,-1.73,50.4,50.4,12.6,-0.15
2629,30.0,2.791,9.961,30.035,2.86,9.98,0.0792,5.45,45.11,-81.72,0.8819,0.2717,12.31,3.79,-1.73,50.4,50.4,12.6,-0.15
2630,30.0,2.776,9.961,30.034,2.845,9.979,0.0791,5.41,45.11,-81.72,0.8823,0.2723,12.32,3.8,-1.73,50.4,50.4,12.6,-0.07
2631,30.0,2.761,9.961,30.034,2.83,9.979,0.079,5.38,45.13,-81.72,0.882,0.2728,12.32,3.81,-1.73,50.4,50.4,12.6,-0.06
2632,30.0,2.746,9.961,30.034,2.815,9.979,0.0789,5.36,45.13,-81.74,0.8817,0.2733,12.31,3.82,-1.73,50.4,50.4,12.6,-0.15
2633,30.0,2.731,9.961,30.034,2.8,9.98,0.0791,5.32,45.13,-81.74,0.879,0.2738,12.27,3.82,-1.73,50.4,50.4,12.6,-0.15
2634,30.0,2.716,9.961,30.034,2.785,9.979,0.0788,5.3,45.13,-81.74,0.8809,0.2743,12.3,3.83,-1.73,50.4,50.4,12.6,-0.15
2635,30.0,2.701,9.961,30.034,2.77,9.979,0.0788,5.27,45.13,-81.76,0.8803,0.2748,12.29,3.84,-1.73,50.4,50.4,12.6,-0.15
2636,30.0,2.686,9.961,30.034,2.755,9.979,0.0787,5.25,45.13,-81.76,0.88,0.2753,12.29,3.84,-1.73,50.4,50.4,12.6,-0.15
2637,30.0,2.671,9.961,30.034,2.74,9.979,0.0787,5.21,45.13,-81.76,0.8797,0.2758,12.28,3.85,-1.73,50.4,50.4,12.6,-0.15
2638,30.0,2.656,9.961,30.034,2.725,9.979,0.0786,5.19,45.15,-81.76,0.8794,0.2763,12.28,3.86,-1.73,50.4,50.4,12.6,-0.15
2639,30.0,2.641,9.961,30.034,2.71,9.979,0.0786,5.16,45.15,-81.78,0.8791,0.2768,12.27,3.87,-1.73,50.4,50.4,12.6,-0.15
2640,30.0,2.626,9.961,30.034,2.695,9.979,0.0785,5.12,45.15,-81.78,0.8788,0.2773,12.27,3.87,-1.73,50.4,50.4,12.6,-0.15
2641,30.0,2.611,9.961,30.034,2.68,9.979,0.0784,5.1,45.15,-81.78,0.8785,0.2778,12.27,3.88,-1.73,50.4,50.4,12.6,-0.15
2642,30.0,2.596,9.961,30.034,2.665,9.98,0.0784,5.08,45.15,-81.8,0.8782,0.2783,12.26,3.89,-1.73,50.4,50.4,12.6,-0.15
2643,30.0,2.581,9.961,30.033,2.65,9.98,0.0783,5.03,45.15,-81.8,0.8779,0.2788,12.26,3.89,-1.73,50.4,50.4,12.6,-0.15
2644,30.0,2.566,9.961,30.033,2.635,9.98,0.0783,5.01,45.15,-81.8,0.8775,0.2793,12.25,3.9,-1.73,50.4,50.4,12.6,-0.15
2645,30.0,2.551,9.961,30.033,2.62,9.98,0.0782,4.99,45.18,-81.8,0.8772,0.2799,12.25,3.91,-1.73,50.4,50.4,12.6,-0.15
2646,30.0,2.536,9.961,30.033,2.605,9.98,0.0781,4.97,45.18,-81.83,0.8769,0.2804,12.24,3.91,-1.73,50.4,50.4,12.6,-0.15
2647,30.0,2.521,9.961,30.033,2.59,9.98,0.0781,4.92,45.18,-81.83,0.8766,0.2809,12.24,3.92,-1.73,50.4,50.4,12.6,-0.15
2648,30.0,2.506,9.961,30.033,2.574,9.98,0.078,4.9,45.18,-81.83,0.8763,0.2814,12.24,3.93,-1.73,50.4,50.4,12.6,-0.15
2649,30.0,2.491,9.961,30.033,2.559,9.98,0.078,4.88,45.18,-81.85,0.876,0.2819,12.23,3.94,-1.73,50.4,50.4,12.6,-0.15
2650,30.0,2.476,9.961,30.033,2.544,9.98,0.0779,4.83,45.18,-81.85,0.8757,0.2824,12.23,3.94,-1.73,50.4,50.4,12.6,-0.15
2651,30.0,2.461,9.961,30.033,2.529,9.979,0.0778,4.81,45.18,-81.85,0.8759,0.2829,12.23,3.95,-1.73,50.4,50.4,12.6,-0.14
2652,30.0,2.446,9.961,30.033,2.514,9.979,0.0778,4.79,45.18,-81.85,0.8757,0.2834,12.23,3.96,-1.73,50.4,50.4,12.6,-0.06
2653,30.0,2.431,9.961,30.033,2.499,9.979,0.0777,4.77,45.2,-81.87,0.8755,0.284,12.22,3.96,-1.73,50.4,50.4,12.6,-0.08
2654,30.0,2.416,9.961,30.033,2.484,9.98,0.0778,4.72,45.2,-81.87,0.8732,0.2845,12.19,3.97,-1.73,50.4,50.4,12.6,-0.15
2655,30.0,2.401,9.961,30.033,2.469,9.979,0.0776,4.7,45.2,-81.87,0.8747,0.285,12.21,3.98,-1.73,50.4,50.4,12.6,-0.15
2656,30.0,2.386,9.961,30.033,2.454,9.979,0.0775,4.68,45.2,-81.87,0.8742,0.2855,12.21,3.99,-1.73,50.4,50.4,12.6,-0.15
2657,30.0,2.371,9.961,30.032,2.439,9.979,0.0775,4.64,45.2,-81.89,0.8739,0.286,12.2,3.99,-1.73,50.4,50.4,12.6,-0.15
2658,30.0,2.356,9.961,30.032,2.424,9.979,0.0774,4.61,45.2,-81.89,0.8736,0.2865,12.2,4.0,-1.73,50.4,50.4,12.6,-0.15
2659,30.0,2.341,9.961,30.032,2.409,9.979,0.0773,4.59,45.2,-81.89,0.8733,0.287,12.19,4.01,-1.73,50.4,50.4,12.6,-0.15
